Company,"CIK Code","IRS Number",Ticker,Market,"Bus Street 1","Bus Street 2",City,County,"State Code","State Name","State Region",Zip,"Bus Phone","Parent CIK","Parent Name","SIC Code","SIC Description","NAICS Code","NAICS Description","Filer Act","S&P Index",Auditor,"Auditor Key","Auditor Affiliate","Auditor City","Auditor State Code","Auditor State Name","Auditor State Region","IC Opinion Key","Internal Control Report","Restated Internal Control Report",Opinion,"Agrees with Management","IC Framework","Effective Internal Controls","Year Ended Date","Fiscal Year","Signature Date","Note Dates","Filing Index Page","Source FTP Key",Source,"Source Date","Accounting Rule (GAAP/FASB) Application Failures","Financial Fraud, Irregularities and Misrepresentations","Errors in Accounting and Clerical Applications","Internal Control Weakness","Internal Control - Number Weaknesses Identified",Exemption(s),"Fees Currency","Audit Fees ($)","Non-Audit Fees ($)","Total Fees ($)","Share Price","Stock Price Date","Market Cap ($)","Financials Date","Revenue ($)","Earnings ($)","Book Value ($)","Assets ($)","First Auditor Report","First Management Report"
"MEDALLION FINANCIAL CORP",1000209,04-3291176,MFIN,"NASDAQ Global Select Market","437 MADISON AVE 38 TH FLOOR",,"NEW YORK","New York",NY,"NEW YORK","US Mid Atlantic",10022,"(212) 328-2153",,,6199,"Finance Services",522298,"All Other Nondepository Credit Intermediation",34,,"Mazars USA LLP",29380,,"New York",NY,"NEW YORK","US Mid Atlantic",203002,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-14,,https://www.sec.gov/Archives/edgar/data/1000209/000095017022003603/0000950170-22-003603-index.htm,edgar/data/1000209/0000950170-22-003603.txt,10-K,"2022-03-14 17:21:01",,,,,0,,USD,"767,333","257,221","1,024,554",6.67,2021-12-29,"167,276,560",2021-12-31,"154,770,000","54,108,000","112,757,000","1,873,057,000",,
"DXP ENTERPRISES INC",1020710,76-0509661,DXPE,"NASDAQ Global Select Market","5301 HOLLISTER STREET",,HOUSTON,Harris,TX,TEXAS,"US Southwest",77040,"(713) 996-4700",,,5084,"Industrial Machinery and Equipment",423830,"Industrial Machinery and Equipment Merchant Wholesalers",34,"S&P 600 SmallCap","McConnell & Jones LLP",1553,,Houston,TX,TEXAS,"US Southwest",205294,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-04-05,,https://www.sec.gov/Archives/edgar/data/1020710/000102071022000033/0001020710-22-000033-index.htm,edgar/data/1020710/0001020710-22-000033.txt,10-K,"2022-04-05 15:39:24","|Acc - Inventory, vendor, and cost of sales issues|Acc - Revenue recognition issues|",,,"|IC - Accounting documentation, policy and/or procedures|",2,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"1,529,333",0,"1,529,333",25.4,2021-12-29,"476,265,152",2021-12-31,"1,113,921,000","16,496,000","-29,072,000","906,192,000",,
"NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP",746514,04-2619298,NEN,"NYSE MKT","39 BRIGHTON AVE",,ALLSTON,Suffolk,MA,MASSACHUSETTS,"US New England",02134,"(617) 783-0039",,,6513,"Operators of Apartment Buildings",531110,"Lessors of Residential Buildings and Dwellings",34,,"Miller Wachman LLP",1112,,Boston,MA,MASSACHUSETTS,"US New England",202973,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-11,,https://www.sec.gov/Archives/edgar/data/746514/000155837022003450/0001558370-22-003450-index.htm,edgar/data/746514/0001558370-22-003450.txt,10-K,"2022-03-11 17:18:26",,,,,0,,USD,"316,000","105,000","421,000",67.6801,2021-12-29,"197,771,472",2021-12-31,"62,638,454","-2,700,163",,"356,875,579",,
"First Savings Financial Group, Inc.",1435508,37-1567871,FSFG,"NASDAQ Capital Market","702 NORTH SHORE DRIVE","SUITE 300",JEFFERSONVILLE,Clark,IN,INDIANA,"US Midwest",47130,"(812) 283-0724",,,6035,"Savings Institutions, Federally Chartered",522110,"Commercial Banking",34,,"Monroe Shine & Co Inc",349,,"New Albany",IN,INDIANA,"US Midwest",197148,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-09-30,2021,2021-12-14,,https://www.sec.gov/Archives/edgar/data/1435508/000141057821000533/0001410578-21-000533-index.htm,edgar/data/1435508/0001410578-21-000533.txt,10-K,"2021-12-14 12:22:41",,,,,0,,USD,"175,735","94,375","270,110",27.78,2021-09-28,"197,957,184",2021-09-30,"179,375,000","29,567,000","169,541,000","1,721,394,000",,
"AENZA S.A.A.",1572621,,AENZ,NYSE,"AV. PASEO DE LA REPUBLICA 4667",,LIMA,,R5,PERU,Foreign,"LIMA 34","(511) 213-6565",,,1600,"Heavy Construction Other Than Bldg Const - Contractors",236210,"Industrial Building Construction",34,,"Moore Assurance SAS",32466,,Bogota,F8,COLOMBIA,Foreign,206442,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-05-16,,https://www.sec.gov/Archives/edgar/data/1572621/000121390022027149/0001213900-22-027149-index.htm,edgar/data/1572621/0001213900-22-027149.txt,20-F,"2022-05-16 16:31:15","|Acc - Unspecified/unidentified/inapplicable FASB/GAAP issues|",,,"|IC - Accounting documentation, policy and/or procedures|",1,,USD,"1,099,415","648,337","1,747,753",1.62,2021-12-29,"282,501,376",2021-12-31,"988,907,000","-29,340,000","114,370,000","1,478,562,000",,
"Lightwave Logic, Inc.",1325964,82-0497368,LWLG,"NASDAQ Capital Market","369 INVERNESS PARKWAY","SUITE 350",ENGLEWOOD,Arapahoe,CO,COLORADO,"US West",80112,"(720) 340-4949",,,3080,"Miscellaneous Plastics Products",541710,"Research and Development in the Physical, Engineering, and Life Sciences",34,,"Morison Cogen LLP",1953,,"Blue Bell",PA,PENNSYLVANIA,"US Mid Atlantic",201536,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1325964/000155335022000198/0001553350-22-000198-index.htm,edgar/data/1325964/0001553350-22-000198.txt,10-K,"2022-03-01 16:07:19",,,,,0,,USD,"87,596","6,000","93,596",14.73,2021-12-29,"1,603,076,992",2021-12-31,0,"-18,631,381","24,356,139","27,228,575",,
"8X8 INC /DE/",1023731,77-0142404,EGHT,"NASDAQ Global Select Market","675 CREEKSIDE WAY",,CAMPBELL,"Santa Clara",CA,CALIFORNIA,"US West",95008,"(408) 727-1885",,,7374,"Computer Processing and Data Preparation and Processing Services",334413,"Semiconductor and Related Device Manufacturing",34,"S&P 600 SmallCap","Moss Adams LLP",13,,Campbell,CA,CALIFORNIA,"US West",195362,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-03-31,2021,2021-05-17,,https://www.sec.gov/Archives/edgar/data/1023731/000102373121000091/0001023731-21-000091-index.htm,edgar/data/1023731/0001023731-21-000091.txt,10-K,"2021-05-17 16:18:23",,,,,0,,USD,"1,233,500","19,250","1,252,750",31.43,2021-03-29,"3,378,296,832",2021-03-31,"532,344,000","-165,585,000","11,854,000","678,409,000",,
"Williams Industrial Services Group Inc.",1136294,73-1541378,WLMS,"NYSE MKT","200 ASHFORD CENTER NORTH","SUITE 425",ATLANTA,DeKalb,GA,GEORGIA,"US Southeast",30338,"(770) 879-4400",,,1600,"Heavy Construction Other Than Bldg Const - Contractors",333613,"Mechanical Power Transmission Equipment Manufacturing",34,,"Moss Adams LLP",13,,Dallas,TX,TEXAS,"US Southwest",203372,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-03-16,,https://www.sec.gov/Archives/edgar/data/1136294/000155837022003770/0001558370-22-003770-index.htm,edgar/data/1136294/0001558370-22-003770.txt,10-K,"2022-03-16 16:47:27","|Acc - Unspecified/unidentified/inapplicable FASB/GAAP issues|",,,"|IC - Accounting documentation, policy and/or procedures|IC - Information technology, software, security & access issues|IC - Segregations of duties/ design of controls (personnel)|IC - Accounting personnel resources, competency/training|IC - Journal entry control issues|",1,,USD,"642,000","47,000","689,000",2.93,2021-12-29,"75,932,424",2021-12-31,"304,946,000","2,743,000","-11,443,000","116,151,000",,
"Broadmark Realty Capital Inc.",1784797,84-2620891,BRMK,NYSE,"1420 FIFTH AVENUE","SUITE 2000",SEATTLE,King,WA,WASHINGTON,"US West",98101,"(206) 971-0800",,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,,"Moss Adams LLP",13,,Everett,WA,WASHINGTON,"US West",201131,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/1784797/000095017022002327/0000950170-22-002327-index.htm,edgar/data/1784797/0000950170-22-002327.txt,10-K,"2022-02-28 17:01:10",,,,,0,,USD,"510,509",0,"510,509",9.6,2021-12-29,"1,273,841,664",2021-12-31,"30,587,000","82,488,000","1,011,503,000","1,271,155,000",,
"NORTHRIM BANCORP INC",1163370,92-0175752,NRIM,"NASDAQ Global Select Market","P O BOX 241489",,ANCHORAGE,Anchorage,AK,ALASKA,"US West",99524-1489,,,,6035,"Savings Institutions, Federally Chartered",522110,"Commercial Banking",34,,"Moss Adams LLP",13,,Everett,WA,WASHINGTON,"US West",202200,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-04,,https://www.sec.gov/Archives/edgar/data/1163370/000116337022000008/0001163370-22-000008-index.htm,edgar/data/1163370/0001163370-22-000008.txt,10-K,"2022-03-04 15:56:20",,,,,0,,USD,"481,099","111,000","592,099",43.91,2021-12-29,"269,585,536",2021-12-31,"137,189,000","37,517,000","221,808,000","2,724,719,000",,
"FS Bancorp, Inc.",1530249,45-4585178,FSBW,"NASDAQ Capital Market","6920 220TH STREET SW",,"MOUNTLAKE TERRACE",Snohomish,WA,WASHINGTON,"US West",98043,"(425) 771-5299",,,6036,"Savings institutions, Not Federally Chartered",522120,"Savings Institutions",34,,"Moss Adams LLP",13,,Everett,WA,WASHINGTON,"US West",203308,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-16,,https://www.sec.gov/Archives/edgar/data/1530249/000155837022003750/0001558370-22-003750-index.htm,edgar/data/1530249/0001558370-22-003750.txt,10-K,"2022-03-16 15:16:01",,,,,0,,USD,"360,000","124,473","484,473",34.19,2021-12-29,"279,926,624",2021-12-31,"123,662,000","37,412,000","241,135,000","2,286,391,000",,
"EARTHSTONE ENERGY INC",10254,84-0592823,ESTE,NYSE,"1400 WOODLOCH FOREST DRIVE","SUITE 300","THE WOODLANDS",Montgomery,TX,TEXAS,"US Southwest",77380,"(281) 298-4246",,,1311,"Crude Petroleum and Natural Gas",211111,"Crude Petroleum and Natural Gas Extraction",34,,"Moss Adams LLP",13,,Houston,TX,TEXAS,"US Southwest",202487,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-09,,https://www.sec.gov/Archives/edgar/data/10254/000001025422000047/0000010254-22-000047-index.htm,edgar/data/10254/0000010254-22-000047.txt,10-K,"2022-03-09 16:26:34",,,,,0,,USD,"994,650","102,179","1,096,829",11.57,2021-12-29,"616,740,800",2021-12-31,"419,643,000","35,484,000",,"1,556,367,000",,
"OSI SYSTEMS INC",1039065,33-0238801,OSIS,"NASDAQ Global Select Market","12525 CHADRON AVE",,HAWTHORNE,"Los Angeles",CA,CALIFORNIA,"US West",90250,"(310) 978-0516",,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"S&P 600 SmallCap","Moss Adams LLP",13,,"Los Angeles",CA,CALIFORNIA,"US West",196174,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-06-30,2021,2021-08-23,,https://www.sec.gov/Archives/edgar/data/1039065/000110465921108619/0001104659-21-108619-index.htm,edgar/data/1039065/0001104659-21-108619.txt,10-K,"2021-08-23 17:06:51",,,,,0,,USD,"1,855,000","17,000","1,872,000",100.24,2021-07-02,"1,802,336,000",2021-06-30,"1,146,902,000","74,049,000","191,908,000","1,384,367,000",,
"DIODES INC /DEL/",29002,95-2039518,DIOD,"NASDAQ Global Select Market","4949 HEDGCOXE ROAD","SUITE 200",PLANO,Collin,TX,TEXAS,"US Southwest",75024,"(972) 987-3900",,,3674,"Semiconductors and Related Devices",334413,"Semiconductor and Related Device Manufacturing",34,"S&P 600 SmallCap","Moss Adams LLP",13,,"Los Angeles",CA,CALIFORNIA,"US West",198358,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-17,,https://www.sec.gov/Archives/edgar/data/29002/000095017022001438/0000950170-22-001438-index.htm,edgar/data/29002/0000950170-22-001438.txt,10-K,"2022-02-17 18:29:04",,,,,0,,USD,"2,685,441","225,356","2,910,797",110.25,2021-12-29,"4,963,208,704",2021-12-31,"1,805,162,000","228,763,000","992,802,000","2,194,495,000",,
"Waitr Holdings Inc.",1653247,26-3828008,ASAP,OTCQB,"214 JEFFERSON STREET","SUITE 200",LAFAYETTE,Lafayette,LA,LOUISIANA,"US Southeast",70501,1-337-534-6881,,,7389,"Business Services, NEC",511210,"Software Publishers",34,,"Moss Adams LLP",13,,"Los Angeles",CA,CALIFORNIA,"US West",202793,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-11,,https://www.sec.gov/Archives/edgar/data/1653247/000165324722000011/0001653247-22-000011-index.htm,edgar/data/1653247/0001653247-22-000011.txt,10-K,"2022-03-11 16:14:55",,,,,0,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"832,012",0,"832,012",0.7708,2021-12-29,"97,596,528",2021-12-31,"182,194,000","-5,229,000","-39,261,000","259,107,000",Yes,
"Great Ajax Corp.",1614806,46-5211870,AJX,NYSE,"13190 SW 68TH PARKWAY","SUITE 110",TIGARD,Washington,OR,OREGON,"US West",97223,"(503) 505-5670",,,6798,"Real Estate Investment Trusts",525930,"Real Estate Investment Trusts",34,,"Moss Adams LLP",13,,Portland,OR,OREGON,"US West",202143,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-04,,https://www.sec.gov/Archives/edgar/data/1614806/000162828022004987/0001628280-22-004987-index.htm,edgar/data/1614806/0001628280-22-004987.txt,10-K,"2022-03-03 18:24:20",,,,,0,,USD,"761,000","3,841","764,841",12.86,2021-12-29,"297,619,456",2021-12-31,"31,866,000","41,855,000",,"1,759,680,000",,
"NORTHWEST PIPE CO",1001385,93-0557988,NWPX,"NASDAQ Global Select Market","201 NE PARK PLAZA DRIVE","SUITE 100",VANCOUVER,Clark,WA,WASHINGTON,"US West",98684,"(360) 397-6250",,,3317,"Steel Pipe and Tubes",331210,"Iron and Steel Pipe and Tube Manufacturing from Purchased Steel",34,,"Moss Adams LLP",13,,Portland,OR,OREGON,"US West",203339,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-16,,https://www.sec.gov/Archives/edgar/data/1001385/000143774922006431/0001437749-22-006431-index.htm,edgar/data/1001385/0001437749-22-006431.txt,10-K,"2022-03-16 16:18:04",,,,,0,"|Ex - Acquisition(s) during the past year (exemption)|",USD,"1,232,500",0,"1,232,500",31.45,2021-12-29,"310,429,344",2021-12-31,"333,313,000","11,523,000","190,323,000","547,679,000",,
"TRICO BANCSHARES /",356171,94-2792841,TCBK,"NASDAQ Global Select Market","TRICO BANCSHARES","63 CONSTITUTION DRIVE",CHICO,Butte,CA,CALIFORNIA,"US West",95973,"(530) 898-0300",,,6022,"State Commercial Banks",522110,"Commercial Banking",34,,"Moss Adams LLP",13,,Sacramento,CA,CALIFORNIA,"US West",201276,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/356171/000035617122000016/0000356171-22-000016-index.htm,edgar/data/356171/0000356171-22-000016.txt,10-K,"2022-02-28 21:48:20",,,,,0,,USD,"576,500","51,500","628,000",42.86,2021-12-29,"1,273,568,128",2021-12-31,"341,978,000","117,655,000","766,943,000","8,614,787,000",,
"Bank of Marin Bancorp",1403475,20-8859754,BMRC,"NASDAQ Capital Market","504 REDWOOD BOULEVARD, SUITE 100",,NOVATO,Marin,CA,CALIFORNIA,"US West",94947,"(415) 763-7781",,,6022,"State Commercial Banks",522110,"Commercial Banking",34,,"Moss Adams LLP",13,,Sacramento,CA,CALIFORNIA,"US West",203191,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-15,,https://www.sec.gov/Archives/edgar/data/1403475/000140347522000015/0001403475-22-000015-index.htm,edgar/data/1403475/0001403475-22-000015.txt,10-K,"2022-03-15 16:32:16",,,,,0,,USD,"486,150","117,000","603,150",37.48,2021-12-29,"600,176,768",2021-12-31,"117,524,000","33,228,000","371,009,000","4,314,209,000",,
"Primoris Services Corp",1361538,20-4743916,PRIM,"NASDAQ Global Select Market","2300 N. FIELD STREET, SUITE 1900",,DALLAS,Dallas,TX,TEXAS,"US Southwest",75201,"(214) 740-5600",,,1623,"Water, Sewer, Pipeline, and Communications and Power Line Construction",237110,"Water and Sewer Line and Related Structures Construction",34,,"Moss Adams LLP",13,,"San Diego",CA,CALIFORNIA,"US West",201181,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/1361538/000155837022002400/0001558370-22-002400-index.htm,edgar/data/1361538/0001558370-22-002400.txt,10-K,"2022-02-28 17:50:10",,,,,0,,USD,"2,111,249","281,230","2,392,479",24.25,2021-12-29,"1,305,154,432",2021-12-31,"3,497,632,000","115,611,000","237,071,000","2,543,327,000",,
"Metromile, LLC",1819035,84-4916134,,,"425 MARKET STREET #700",,"SAN FRANCISCO",,CA,CALIFORNIA,"US West",1910494105,"(888) 242-5204",,,6331,"Fire, Marine, and Casualty Insurance",524210,"Insurance Agencies and Brokerages",34,,"Moss Adams LLP",13,,"San Francisco",CA,CALIFORNIA,"US West",200835,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,No,2021-12-31,2021,2022-02-28,,https://www.sec.gov/Archives/edgar/data/1819035/000162828022004241/0001628280-22-004241-index.htm,edgar/data/1819035/0001628280-22-004241.txt,10-K,"2022-02-28 16:16:26","|Acc - Unspecified/unidentified/inapplicable FASB/GAAP issues|",,,"|IC - Accounting documentation, policy and/or procedures|IC - Information technology, software, security & access issues|",1,,USD,"1,419,867","29,900","1,449,767",2.04,2021-12-29,"260,592,384",2021-12-31,"104,897,000","-216,459,000","153,022,000","313,415,000",Yes,
"Ultra Clean Holdings, Inc.",1275014,61-1430858,UCTT,"NASDAQ Global Select Market","150 INDEPENDENCE DRIVE",,"MENLO PARK","San Mateo",CA,CALIFORNIA,"US West",94025,"(650) 323-4100",,,3674,"Semiconductors and Related Devices",333295,"Semiconductor Machinery Manufacturing",34,"S&P 600 SmallCap","Moss Adams LLP",13,,"San Francisco",CA,CALIFORNIA,"US West",201625,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/1275014/000156459022008065/0001564590-22-008065-index.htm,edgar/data/1275014/0001564590-22-008065.txt,10-K,"2022-03-01 16:34:58",,,,,0,,USD,"4,668,962","21,000","4,689,962",57.86,2021-12-29,"2,597,914,112",2021-12-31,"2,101,600,000","119,500,000","333,200,000","2,025,400,000",,
"FARMERS & MERCHANTS BANCORP",1085913,94-3327828,FMCB,"OTCQX U.S. Premier","FARMERS AND MERCHANTS BANCORP","121 WEST PINE ST",LODI,"San Joaquin",CA,CALIFORNIA,"US West",95240-2184,"(209) 367-2411",,,6021,"National Commercial Banks",522110,"Commercial Banking",34,,"Moss Adams LLP",13,,"San Francisco",CA,CALIFORNIA,"US West",203419,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-16,,https://www.sec.gov/Archives/edgar/data/1085913/000114036122009805/0001140361-22-009805-index.htm,edgar/data/1085913/0001140361-22-009805.txt,10-K,"2022-03-16 17:19:57",,,,,0,,USD,"421,056","55,108","476,164",957,2021-12-29,"755,691,200",2021-12-31,"180,082,000","66,336,000","448,551,000","5,177,720,000",,
"Zumiez Inc",1318008,91-1040022,ZUMZ,"NASDAQ Global Select Market","4001 204TH STREET  SW",,LYNNWOOD,Snohomish,WA,WASHINGTON,"US West",98036,"(425) 551-1500",,,5600,"Retail-Apparel & Accessory Stores",451110,"Sporting Goods Stores",34,"S&P 600 SmallCap","Moss Adams LLP",13,,Seattle,WA,WASHINGTON,"US West",192542,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-01-30,2021,2021-03-15,,https://www.sec.gov/Archives/edgar/data/1318008/000156459021013144/0001564590-21-013144-index.htm,edgar/data/1318008/0001564590-21-013144.txt,10-K,"2021-03-15 16:01:04",,,,,0,,USD,"514,200","16,500","530,700",42.38,2021-02-01,"1,079,661,440",2021-01-30,"990,652,000","76,227,000","475,097,000","998,364,000",,
"MICROVISION, INC.",65770,91-1600822,MVIS,"NASDAQ Global Market","18390 NE 68TH STREET",,REDMOND,King,WA,WASHINGTON,"US West",98052,"(425) 936-6847",,,3679,"Electronic Components, NEC",333314,"Optical Instrument and Lens Manufacturing",34,,"Moss Adams LLP",13,,Seattle,WA,WASHINGTON,"US West",201850,"Auditor Report",No,"Separate from Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-03-01,,https://www.sec.gov/Archives/edgar/data/65770/000113626122000126/0001136261-22-000126-index.htm,edgar/data/65770/0001136261-22-000126.txt,10-K,"2022-03-01 17:13:49",,,,,0,,USD,"376,481","101,517","477,998",5.1,2021-12-29,"836,929,408",2021-12-31,"2,500,000","-43,200,000","112,639,000","130,225,000",,
"BANNER CORP",946673,91-1691604,BANR,"NASDAQ Global Select Market","10 S FIRST AVENUE",,"WALLA WALLA","Walla Walla",WA,WASHINGTON,"US West",99362,"(509) 527-3636",,,6022,"State Commercial Banks",551111,"Offices of Bank Holding Companies",34,"S&P 600 SmallCap","Moss Adams LLP",13,,Spokane,WA,WASHINGTON,"US West",199393,"Auditor Report",No,"Integrated with Financial Statement Opinion",Yes,2013,Yes,2021-12-31,2021,2022-02-24,,https://www.sec.gov/Archives/edgar/data/946673/000094667322000004/0000946673-22-000004-index.htm,edgar/data/946673/0000946673-22-000004.txt,10-K,"2022-02-23 21:02:44",,,,,0,,USD,"1,155,741",0,"1,155,741",61.79,2021-12-29,"2,116,453,760",2021-12-31,"622,079,000","196,432,000","1,302,351,000","16,804,872,000",,
